Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,proba_retraso,riesgo_entrega_tardia,estado_predicho
3,3,162,3,1,7,1901,1,False,False,False,True,False,True,0.8924669129441695,1,En riesgo
3,1,171,2,0,34,1999,1,False,False,False,False,False,True,0.9992172333710475,1,En riesgo
5,1,227,3,0,14,2589,1,True,False,False,False,False,True,0.9998468707225442,1,En riesgo
3,5,205,6,0,25,2232,1,False,True,False,False,False,True,1.0,1,En riesgo
3,5,258,3,0,17,3033,1,False,False,False,True,False,True,1.0,1,En riesgo
4,5,195,5,1,10,3537,1,False,False,True,False,False,True,0.7548362596977164,1,En riesgo
4,1,224,2,0,8,3638,1,False,False,False,True,False,True,0.9462959837457479,1,En riesgo
2,5,192,6,0,41,2673,1,False,False,False,False,False,True,1.0,1,En riesgo
3,3,202,3,1,35,3986,1,True,False,False,False,False,True,1.0,1,En riesgo
5,3,235,2,1,12,3358,1,False,True,False,False,False,True,1.0,1,En riesgo
3,4,218,3,0,22,3818,1,False,False,False,True,False,True,0.9997826027034775,1,En riesgo
6,5,176,4,1,31,1262,1,False,False,True,False,False,True,0.990641866980759,1,En riesgo
3,3,221,2,1,26,3120,1,False,False,False,True,False,True,0.9995496205437445,1,En riesgo
3,4,157,3,0,32,1370,1,False,False,False,False,False,True,0.9992168019857101,1,En riesgo
4,2,259,4,0,13,2495,1,True,False,False,False,False,True,1.0,1,En riesgo
2,1,249,3,0,11,2534,1,False,True,False,False,False,True,1.0,1,En riesgo
4,1,263,5,0,62,2292,1,False,False,False,True,False,True,1.0,1,En riesgo
4,3,141,3,0,2,1915,1,False,False,True,False,False,True,0.8805071033165551,1,En riesgo
4,1,114,3,1,9,1240,1,False,False,False,True,False,True,0.91354691774693,1,En riesgo
3,4,179,4,0,44,1004,1,False,False,False,False,False,True,0.9840483250596149,1,En riesgo
4,3,179,3,1,40,1584,1,True,False,False,False,False,True,0.9983230827230491,1,En riesgo
3,5,193,3,0,47,3523,1,False,True,False,False,False,True,1.0,1,En riesgo
3,2,137,3,1,23,1246,1,False,False,False,True,False,True,0.9997732733262429,1,En riesgo
3,5,110,3,0,55,1875,1,False,False,True,False,False,True,0.9999108945583756,1,En riesgo
3,1,270,3,1,61,3582,1,False,False,False,True,False,True,1.0,1,En riesgo
5,1,175,3,1,64,1110,1,False,False,False,False,False,True,0.9898219480220533,1,En riesgo
5,1,234,2,0,12,2372,1,True,False,False,False,False,True,0.9998468707225442,1,En riesgo
2,4,177,3,1,48,1113,1,False,True,False,False,False,True,0.9971498400438413,1,En riesgo
3,4,153,2,0,24,1442,1,False,False,False,True,False,True,0.9999865373349556,1,En riesgo
4,5,252,3,0,16,2332,1,False,False,True,False,False,True,1.0,1,En riesgo
2,4,122,2,0,32,1213,1,False,False,False,True,False,True,0.9973520928162837,1,En riesgo
4,5,215,2,1,34,2258,1,False,False,False,False,False,True,0.9995496205437445,1,En riesgo
3,3,140,4,0,47,1207,1,True,False,False,False,False,True,0.9947340080806429,1,En riesgo
3,1,209,2,0,43,2237,1,False,True,False,False,False,True,1.0,1,En riesgo
2,3,144,3,2,40,1500,1,False,False,False,True,False,True,0.9999865373349556,1,En riesgo
4,2,210,3,0,16,2046,1,False,False,True,False,False,True,1.0,1,En riesgo
5,1,160,3,1,22,1693,1,False,False,False,True,False,True,0.9990964061500383,1,En riesgo
5,4,134,2,0,20,1549,1,False,False,False,False,False,True,0.9971345950850441,1,En riesgo
3,2,138,3,1,34,1159,1,True,False,False,False,False,True,0.9998544283264279,1,En riesgo
4,3,200,2,1,65,3485,1,False,True,False,False,False,True,0.9999597557484681,1,En riesgo
5,4,133,2,1,30,1161,1,False,False,False,True,False,True,0.9998272775352394,1,En riesgo
2,4,121,5,0,32,1788,1,False,False,True,False,False,True,0.9966342962758036,1,En riesgo
4,3,257,3,1,5,2489,1,False,False,False,True,False,True,0.9283387066221988,1,En riesgo
4,5,255,4,0,14,3099,1,False,False,False,False,False,True,1.0,1,En riesgo
4,1,158,3,0,32,1061,1,True,False,False,False,True,False,0.9986493089455892,1,En riesgo
4,4,248,4,0,49,2322,1,False,True,False,False,True,False,1.0,1,En riesgo
2,3,194,4,1,65,3795,1,False,False,False,True,True,False,1.0,1,En riesgo
4,3,184,3,1,19,2774,1,False,False,True,False,True,False,1.0,1,En riesgo
5,5,249,4,1,38,2797,1,False,False,False,True,True,False,0.9966314778849521,1,En riesgo
5,5,170,2,1,36,1278,1,False,False,False,False,True,False,0.9972309555692825,1,En riesgo
3,4,261,2,1,1,3398,1,True,False,False,False,True,False,0.9182967556742624,1,En riesgo
3,2,262,2,0,26,2370,1,False,True,False,False,True,False,1.0,1,En riesgo
4,4,224,3,1,9,2952,1,False,False,False,True,True,False,0.9410112299011779,1,En riesgo
3,4,130,2,1,42,1213,1,False,False,True,False,True,False,0.9991115165328255,1,En riesgo
4,1,133,3,0,57,1379,1,False,False,False,True,True,False,0.9996783686769136,1,En riesgo
3,1,145,4,0,58,1751,1,False,False,False,False,True,False,0.9994775508365612,1,En riesgo
2,4,136,6,0,53,1213,1,True,False,False,False,True,False,0.9960927582684432,1,En riesgo
4,5,163,5,0,24,1658,1,False,True,False,False,True,False,0.9989259010483227,1,En riesgo
3,3,183,3,0,45,2181,1,False,False,False,True,True,False,1.0,1,En riesgo
5,3,216,3,1,1,2434,1,False,False,True,False,True,False,0.9158693851903255,1,En riesgo
4,1,182,3,1,28,2005,1,False,False,False,True,True,False,1.0,1,En riesgo
4,5,191,3,0,19,2392,1,False,False,False,False,True,False,1.0,1,En riesgo
3,2,140,2,2,7,1401,1,True,False,False,False,True,False,0.9436790529922676,1,En riesgo
4,4,161,3,2,59,1165,1,False,True,False,False,True,False,0.9999865373349556,1,En riesgo
4,2,200,4,0,43,2747,1,False,False,False,True,True,False,0.9998548537587669,1,En riesgo
4,1,176,3,1,36,1891,1,False,False,True,False,True,False,0.9995631005633022,1,En riesgo
5,2,247,3,0,32,3645,1,False,False,False,True,False,False,1.0,1,En riesgo
3,4,262,2,0,15,3287,1,False,False,False,False,False,False,1.0,1,En riesgo
4,5,154,2,0,49,1532,1,True,False,False,False,False,False,0.9999282994034323,1,En riesgo
3,1,186,3,1,11,3800,1,False,True,False,False,False,False,1.0,1,En riesgo
2,1,98,3,0,29,1806,1,False,False,False,True,False,False,0.999629100241113,1,En riesgo
3,3,268,3,0,33,3872,1,False,False,True,False,False,False,1.0,1,En riesgo
5,3,178,2,1,60,1830,1,False,False,False,True,False,False,0.9978079668521224,1,En riesgo
3,1,142,2,2,18,1428,1,False,False,False,False,False,False,0.9999462930834236,1,En riesgo
4,5,160,3,0,33,1837,1,True,False,False,False,False,False,0.9997091399704171,1,En riesgo
5,2,232,2,1,24,2174,1,False,True,False,False,False,False,0.999291889999192,1,En riesgo
4,2,209,2,0,23,2533,1,False,False,False,True,False,False,1.0,1,En riesgo
4,2,230,3,1,33,3602,1,False,False,True,False,False,False,0.9994874344426898,1,En riesgo
5,4,223,3,0,40,2074,1,False,False,False,True,False,False,0.9997826027034775,1,En riesgo
4,4,201,3,2,7,2644,1,False,False,False,False,False,False,0.9624529604740192,1,En riesgo
3,5,224,3,1,20,2937,1,True,False,False,False,False,False,0.9997826027034775,1,En riesgo
2,3,251,3,0,2,3351,1,False,True,False,False,False,False,0.9076665926651074,1,En riesgo
3,4,145,6,1,57,1949,1,False,False,False,True,False,False,1.0,1,En riesgo
5,4,271,3,1,16,2563,1,False,False,True,False,False,False,1.0,1,En riesgo
3,5,218,4,1,60,3048,1,False,False,False,True,False,False,0.9968670142315479,1,En riesgo
3,4,229,2,0,51,2628,1,False,False,False,False,False,False,1.0,1,En riesgo
5,2,278,2,0,17,2493,1,True,False,False,False,False,False,0.999291889999192,1,En riesgo
2,4,168,3,0,15,1886,1,False,True,False,False,False,False,0.9997773086716633,1,En riesgo
5,2,151,6,1,12,1920,1,False,False,False,True,False,True,0.9880564575993376,1,En riesgo
3,1,232,3,0,9,2958,1,False,False,True,False,False,True,0.9356892141571065,1,En riesgo
3,2,140,2,0,16,1685,1,False,False,False,True,False,True,0.9999865373349556,1,En riesgo
4,2,141,3,0,34,1619,1,False,False,False,False,False,True,0.9994387533010619,1,En riesgo
5,4,182,5,1,23,3398,1,True,False,False,False,False,True,0.9998468707225442,1,En riesgo
4,2,139,5,0,52,1977,1,False,True,False,False,False,True,0.9996804608947459,1,En riesgo
5,2,145,5,1,22,1818,1,False,False,False,True,False,True,0.9933150136389796,1,En riesgo
4,4,140,3,1,11,1911,1,False,False,True,False,False,True,0.9999865373349556,1,En riesgo
3,4,267,3,1,62,3589,1,False,False,False,True,False,True,1.0,1,En riesgo
3,1,191,3,2,60,2069,1,False,False,False,False,False,True,1.0,1,En riesgo
4,2,133,4,1,52,1401,1,True,False,False,False,False,True,0.9993080550803305,1,En riesgo
4,2,170,2,0,1,1446,1,False,True,False,False,False,True,0.820843402559687,1,En riesgo
4,5,170,2,0,57,1533,1,False,False,False,True,False,True,0.999670458733034,1,En riesgo
3,2,149,4,1,21,1636,1,False,False,True,False,False,True,0.9993080550803305,1,En riesgo
5,4,279,2,1,1,3933,1,False,False,False,True,False,True,0.8255876366470738,1,En riesgo
4,3,121,2,1,11,1906,1,False,False,False,False,False,True,0.9999462930834236,1,En riesgo
3,2,139,2,0,63,1767,1,True,False,False,False,False,True,0.9999865373349556,1,En riesgo
3,4,265,2,2,64,2493,1,False,True,False,False,False,True,0.9978695299837925,1,En riesgo
5,2,239,5,1,24,2472,1,False,False,False,True,False,True,1.0,1,En riesgo
4,3,119,5,1,5,1841,1,False,False,True,False,False,True,0.7663183013332016,1,En riesgo
4,1,265,4,0,30,3896,1,False,False,False,True,False,True,0.9998468707225442,1,En riesgo
5,3,144,6,1,35,1009,1,False,False,False,False,False,True,0.9900520754541842,1,En riesgo
3,2,148,2,0,58,1537,1,True,False,False,False,False,True,0.9999865373349556,1,En riesgo
5,4,269,2,1,38,2770,1,False,True,False,False,False,True,1.0,1,En riesgo
2,3,188,3,1,51,3191,1,False,False,False,True,False,True,1.0,1,En riesgo
3,4,187,2,2,8,3725,1,False,False,True,False,False,True,0.9110200207948712,1,En riesgo
6,1,168,5,2,65,1601,1,False,False,False,True,False,True,0.996689125369939,1,En riesgo
4,1,199,2,0,46,3371,1,False,False,False,False,False,True,1.0,1,En riesgo
4,3,261,3,0,10,2802,1,True,False,False,False,False,True,0.9093190048062497,1,En riesgo
3,1,218,3,0,4,2304,1,False,True,False,False,False,True,0.9561773805120518,1,En riesgo
3,1,196,3,0,64,2911,1,False,False,False,True,False,True,1.0,1,En riesgo
4,5,147,3,1,46,1469,1,False,False,True,False,False,True,0.9999108945583756,1,En riesgo
4,2,208,3,2,17,2777,1,False,False,False,True,False,True,1.0,1,En riesgo
3,1,178,5,0,15,1242,1,False,False,False,False,False,True,0.9957456957686371,1,En riesgo
4,4,197,3,1,20,3080,1,True,False,False,False,False,True,1.0,1,En riesgo
2,4,206,2,0,30,3955,1,False,True,False,False,False,True,0.9948816904565735,1,En riesgo
4,1,222,3,1,45,3158,1,False,False,False,True,False,True,0.999353545785384,1,En riesgo
3,3,247,2,1,55,3461,1,False,False,True,False,False,True,1.0,1,En riesgo
4,1,222,3,1,25,2582,1,False,False,False,True,False,True,0.999353545785384,1,En riesgo
6,1,205,5,0,14,3213,1,False,False,False,False,False,True,0.9986463803933684,1,En riesgo
5,2,244,3,0,8,3571,1,True,False,False,False,False,True,0.9570673756371629,1,En riesgo
2,4,194,6,1,39,3770,1,False,True,False,False,False,True,0.9949058952258362,1,En riesgo
4,5,190,2,0,36,3548,1,False,False,False,True,False,True,1.0,1,En riesgo
3,4,169,2,0,17,1242,1,False,False,True,False,False,True,0.9971813662583078,1,En riesgo
3,2,251,2,0,5,3443,1,False,False,False,True,False,True,0.9040208752887721,1,En riesgo
2,2,161,2,1,1,1642,1,False,False,False,False,False,True,0.9250581200109343,1,En riesgo
3,2,252,4,0,29,2353,1,True,False,False,False,False,True,1.0,1,En riesgo
4,2,271,3,0,19,2693,1,False,True,False,False,False,True,1.0,1,En riesgo
5,3,150,3,1,21,1187,1,False,False,False,True,False,True,0.9987634607440625,1,En riesgo
3,5,212,3,2,6,2069,1,False,False,True,False,False,True,0.9268389579238436,1,En riesgo
5,3,198,4,2,65,3407,1,False,False,False,True,False,True,1.0,1,En riesgo
3,4,266,2,2,33,3798,1,False,False,False,False,False,True,1.0,1,En riesgo
3,4,255,4,0,12,2266,1,True,False,False,False,False,True,1.0,1,En riesgo
4,1,166,3,2,3,1453,1,False,True,False,False,False,True,0.9079186525937007,1,En riesgo
3,2,232,2,0,39,2139,1,False,False,False,True,False,True,1.0,1,En riesgo
3,5,198,2,1,62,3015,1,False,False,True,False,False,True,0.998967830001411,1,En riesgo
4,3,170,3,0,21,1588,1,False,False,False,True,False,True,0.9994315618564351,1,En riesgo
4,2,162,2,0,16,1014,1,False,False,False,False,False,True,0.9956890875730493,1,En riesgo
3,4,135,3,0,22,1378,1,True,False,False,False,False,True,0.9993236519243394,1,En riesgo
3,5,242,3,1,19,3753,1,False,True,False,False,False,True,1.0,1,En riesgo
4,3,206,3,1,20,2247,1,False,False,False,True,False,True,1.0,1,En riesgo
5,5,253,6,1,59,2627,1,False,False,True,False,False,True,1.0,1,En riesgo
5,3,208,3,1,35,3884,1,False,False,False,True,False,True,1.0,1,En riesgo
3,3,250,3,0,33,3463,1,False,False,False,False,False,True,1.0,1,En riesgo
4,1,143,2,1,3,1996,1,True,False,False,False,False,True,0.8017348004821823,1,En riesgo
5,5,236,3,1,62,3365,1,False,True,False,False,False,True,1.0,1,En riesgo
4,4,147,3,0,13,1145,1,False,False,False,True,False,True,0.9998159899090464,1,En riesgo
2,5,113,5,0,43,1638,1,False,False,True,False,False,True,0.9933759889770005,1,En riesgo
5,1,165,2,2,54,1190,1,False,False,False,True,False,True,0.9980433807367288,1,En riesgo
4,1,235,4,0,22,2066,1,False,False,False,False,False,True,0.996106385555012,1,En riesgo
4,5,186,10,0,42,3521,1,True,False,False,False,False,True,1.0,1,En riesgo
4,2,274,10,1,29,2949,1,False,True,False,False,False,True,1.0,1,En riesgo
2,5,163,3,1,37,1079,1,False,False,False,True,False,True,0.9971954338006533,1,En riesgo
4,4,161,3,0,6,1386,1,False,False,True,False,False,True,0.9196144444676045,1,En riesgo
4,4,264,2,0,35,2336,1,False,False,False,True,False,True,1.0,1,En riesgo
3,1,255,2,1,42,3459,1,False,False,False,False,False,True,1.0,1,En riesgo
4,1,258,3,1,3,3928,1,True,False,False,False,False,True,0.9234526467330982,1,En riesgo
5,5,261,8,1,39,2103,1,False,True,False,False,False,True,0.997012160472781,1,En riesgo
5,3,188,7,1,3,3637,1,False,False,False,True,False,True,0.8361905214892584,1,En riesgo
3,4,188,3,2,11,3072,1,False,False,True,False,False,True,0.9955045740830459,1,En riesgo
3,2,160,10,1,25,1548,1,False,False,False,True,False,True,0.9997014768554559,1,En riesgo
3,2,214,2,0,26,3503,1,False,False,False,False,False,True,1.0,1,En riesgo
4,4,209,8,1,46,3345,1,True,False,False,False,False,True,1.0,1,En riesgo
4,1,208,7,2,8,2193,1,False,True,False,False,False,True,0.8832449884073981,1,En riesgo
3,3,265,4,0,47,2557,1,False,False,False,True,False,True,1.0,1,En riesgo
4,1,161,2,2,41,1992,1,False,False,True,False,False,True,0.9999597557484681,1,En riesgo
5,3,217,3,2,61,3067,1,False,False,False,True,False,True,0.9970121604727811,1,En riesgo
3,1,210,2,0,52,2444,1,False,False,False,False,False,True,1.0,1,En riesgo
3,3,179,2,0,60,1808,1,True,False,False,False,False,True,0.9997125995157725,1,En riesgo
3,2,180,4,1,55,1165,1,False,True,False,False,False,True,0.997243014695119,1,En riesgo
3,3,153,5,0,12,1972,1,False,False,False,True,False,True,0.9975499908785386,1,En riesgo
4,3,162,2,0,2,1714,1,False,False,True,False,False,True,0.8533157889748446,1,En riesgo
3,2,135,3,0,27,1898,1,False,False,False,True,False,True,0.9960064367915717,1,En riesgo
3,5,242,3,1,3,2268,1,False,False,False,False,True,False,0.9159315987444601,1,En riesgo
4,4,206,3,1,33,2804,1,True,False,False,False,True,False,0.9997826027034775,1,En riesgo
5,1,253,6,1,12,2486,1,False,True,False,False,True,False,1.0,1,En riesgo
5,2,208,3,1,8,3442,1,False,False,False,True,True,False,0.9452825678286326,1,En riesgo
3,2,250,3,0,49,3798,1,False,False,True,False,True,False,1.0,1,En riesgo
4,5,143,2,1,20,1360,1,False,False,False,True,True,False,0.9973520928162837,1,En riesgo
5,3,236,3,1,7,3589,1,False,False,False,False,True,False,0.944404629743448,1,En riesgo
4,1,147,3,0,15,1956,1,True,False,False,False,True,False,0.999702146692625,1,En riesgo
2,1,113,5,0,9,1957,1,False,True,False,False,True,False,0.7747351769245517,1,En riesgo
5,4,165,2,2,46,1482,1,False,False,False,True,True,False,0.9991007417120328,1,En riesgo
4,4,235,4,0,50,2020,1,False,False,True,False,True,False,0.9962595148324678,1,En riesgo
4,2,186,10,0,45,3722,1,False,False,False,True,True,False,1.0,1,En riesgo
4,5,274,10,1,5,3910,1,False,False,False,False,True,False,0.8113405301680765,1,En riesgo
2,2,163,3,1,35,1547,1,True,False,False,False,True,False,0.9999053823347704,1,En riesgo
4,2,161,3,0,22,1819,1,False,True,False,False,True,False,0.9994387533010619,1,En riesgo
4,1,264,2,0,8,2436,1,False,False,False,True,True,False,0.9330293071802032,1,En riesgo
3,3,255,2,1,3,2894,1,False,False,True,False,True,False,0.9225509920553011,1,En riesgo
4,1,258,3,1,53,2428,1,False,False,False,True,True,False,0.999353545785384,1,En riesgo
5,2,261,8,1,1,3308,1,False,False,False,False,True,False,0.8189690979339247,1,En riesgo
5,4,188,7,1,48,2466,1,True,False,False,False,True,False,0.9998468707225442,1,En riesgo
3,5,188,3,2,9,3206,1,False,True,False,False,True,False,0.9232913095276359,1,En riesgo
3,1,160,10,1,29,1952,1,False,False,False,True,True,False,0.996776350340749,1,En riesgo
3,1,214,2,0,50,2720,1,False,False,True,False,False,False,1.0,1,En riesgo
4,5,209,8,1,59,2948,1,False,False,False,True,False,False,1.0,1,En riesgo
4,1,208,7,2,65,2674,1,False,False,False,False,False,False,1.0,1,En riesgo
3,1,265,4,0,50,2249,1,True,False,False,False,False,False,1.0,1,En riesgo
4,1,161,2,2,21,1075,1,False,True,False,False,False,False,0.9988198563714985,1,En riesgo
5,2,217,3,2,21,2600,1,False,False,False,True,False,False,0.9970121604727811,1,En riesgo
3,4,210,2,0,35,2741,1,False,False,True,False,False,False,1.0,1,En riesgo
3,3,179,2,0,62,1765,1,False,False,False,True,False,False,0.9997125995157725,1,En riesgo
3,2,180,4,1,52,1329,1,False,False,False,False,False,False,0.997243014695119,1,En riesgo
4,5,158,5,1,55,1936,1,True,False,False,False,False,False,0.9994446507627138,1,En riesgo
6,1,291,5,1,53,1682,1,False,True,False,False,False,False,0.9729695412164122,1,En riesgo
5,2,231,2,1,55,3894,1,False,False,False,True,False,False,0.999291889999192,1,En riesgo
4,5,163,4,0,49,1470,1,False,False,True,False,False,False,0.9972474917217728,1,En riesgo
5,3,146,3,0,41,1204,1,False,False,False,True,False,False,0.9988260901793111,1,En riesgo
2,5,272,2,0,24,3638,1,False,False,False,False,False,False,0.9988551147498148,1,En riesgo
2,1,121,2,1,18,1839,1,True,False,False,False,False,False,0.9999462930834236,1,En riesgo
6,2,118,2,0,40,1014,1,False,True,False,False,False,False,0.9779251112290495,1,En riesgo
3,5,173,2,0,14,1638,1,False,False,False,True,False,False,0.999670458733034,1,En riesgo
4,5,243,2,0,23,2686,1,False,False,True,False,False,False,1.0,1,En riesgo
5,4,229,3,1,29,2505,1,False,False,False,True,False,False,0.9997826027034775,1,En riesgo
5,3,96,4,1,12,1655,1,False,False,False,False,False,False,0.9896528202812803,1,En riesgo
5,5,249,3,1,55,3558,1,True,False,False,False,False,False,1.0,1,En riesgo
3,2,165,2,0,24,1966,1,False,True,False,False,False,True,1.0,1,En riesgo
4,5,223,3,1,63,2427,1,False,False,False,True,False,True,0.9997826027034775,1,En riesgo
3,3,267,2,0,52,2949,1,False,False,True,False,False,True,1.0,1,En riesgo
4,4,140,2,0,47,1831,1,False,False,False,True,False,True,0.9999282994034323,1,En riesgo
4,4,209,3,0,44,2075,1,False,False,False,False,False,True,0.9997826027034775,1,En riesgo
3,5,243,3,1,4,3189,1,True,False,False,False,False,True,0.91534490635938,1,En riesgo
3,2,175,4,1,17,1276,1,False,True,False,False,False,True,0.9971268598791493,1,En riesgo
5,4,133,3,0,9,1051,1,False,False,False,True,False,True,0.8019717816877625,1,En riesgo
3,3,167,3,1,24,1111,1,False,False,True,False,False,True,0.9996502491412339,1,En riesgo
6,1,172,6,2,50,1052,1,False,False,False,True,False,True,0.9929486402024068,1,En riesgo
5,4,257,2,0,55,2257,1,False,False,False,False,False,True,1.0,1,En riesgo
3,3,202,2,1,39,3857,1,True,False,False,False,False,True,0.9999597557484681,1,En riesgo
3,1,223,3,1,31,3942,1,False,True,False,False,False,True,1.0,1,En riesgo
3,2,182,2,0,40,2592,1,False,False,False,True,False,True,1.0,1,En riesgo
3,2,234,3,1,33,2789,1,False,False,True,False,False,True,1.0,1,En riesgo
3,5,140,3,0,30,1035,1,False,False,False,True,False,True,0.9998742278405698,1,En riesgo
4,3,136,3,1,9,1548,1,False,False,False,False,False,True,0.9214072218783582,1,En riesgo
4,3,210,3,1,6,2568,1,True,False,False,False,False,True,0.9332214035777507,1,En riesgo
5,1,259,3,2,37,3023,1,False,True,False,False,False,True,1.0,1,En riesgo
4,2,141,2,1,52,1012,1,False,False,False,True,False,True,0.9998117821185556,1,En riesgo
4,3,151,4,1,13,1583,1,False,False,True,False,False,True,0.9992012051417011,1,En riesgo
3,5,164,3,1,43,1423,1,False,False,False,True,False,True,0.9999108945583756,1,En riesgo
3,3,141,2,1,48,1758,1,False,False,False,False,False,True,0.9999462930834236,1,En riesgo
3,3,271,2,1,15,3542,1,True,False,False,False,False,True,1.0,1,En riesgo
4,3,191,4,0,15,2544,1,False,True,False,False,False,True,0.9998548537587669,1,En riesgo
3,1,181,3,1,22,3266,1,False,False,False,True,False,True,1.0,1,En riesgo
3,3,241,5,0,8,2182,1,False,False,True,False,False,True,0.7644474551570211,1,En riesgo
3,3,254,3,1,3,2837,1,False,False,False,True,False,True,0.9332011673308506,1,En riesgo
3,2,146,6,1,62,1162,1,False,False,False,False,False,True,1.0,1,En riesgo
5,1,271,2,2,46,2744,1,True,False,False,False,False,True,1.0,1,En riesgo
3,1,185,2,1,42,2803,1,False,True,False,False,False,True,0.9999597557484681,1,En riesgo
4,5,170,3,0,9,1138,1,False,False,False,True,False,True,0.8748935905818841,1,En riesgo
4,1,265,2,1,18,3327,1,False,False,True,False,False,True,0.999353545785384,1,En riesgo
4,4,142,4,0,8,1777,1,False,False,False,True,False,True,0.7747222710176433,1,En riesgo
2,5,228,2,0,49,3024,1,False,False,False,False,False,True,1.0,1,En riesgo
4,5,262,4,0,16,2871,1,True,False,False,False,False,True,1.0,1,En riesgo
3,3,205,2,1,54,2427,1,False,True,False,False,False,True,0.9999597557484681,1,En riesgo
4,1,178,2,2,39,1362,1,False,False,False,True,False,True,0.9965868441693574,1,En riesgo
2,2,153,2,0,46,1130,1,False,False,True,False,False,True,0.9930834574238044,1,En riesgo
3,4,186,2,0,63,3447,1,False,False,False,True,False,True,1.0,1,En riesgo
4,1,167,3,2,22,1403,1,False,False,False,False,False,True,0.9996387433398823,1,En riesgo
3,3,148,2,0,42,1950,1,True,False,False,False,False,True,1.0,1,En riesgo
3,2,167,2,0,2,1010,1,False,True,False,False,False,True,0.8644566129930967,1,En riesgo
3,2,261,5,1,45,2488,1,False,False,False,True,False,True,1.0,1,En riesgo
3,4,166,3,1,43,1095,1,False,False,True,False,False,True,0.9987547289062668,1,En riesgo
3,1,226,2,0,18,2319,1,False,False,False,True,False,True,1.0,1,En riesgo
3,4,260,3,0,21,2003,1,False,False,False,False,False,True,0.9915557479694033,1,En riesgo
5,1,246,3,1,44,3993,1,True,False,False,False,False,True,0.9972230757691766,1,En riesgo
3,2,221,3,0,21,3686,1,False,True,False,False,False,True,1.0,1,En riesgo
5,4,191,4,1,63,2039,1,False,False,False,True,False,True,0.9998468707225442,1,En riesgo
3,1,138,5,1,8,1349,1,False,False,True,False,False,True,0.7590563718085319,1,En riesgo
3,1,146,3,1,16,1714,1,False,False,False,True,False,True,0.9995336579503912,1,En riesgo
3,3,193,3,1,11,3188,1,False,False,False,False,False,True,1.0,1,En riesgo
3,1,229,2,1,12,3111,1,True,False,False,False,False,True,1.0,1,En riesgo
4,1,239,2,2,16,2504,1,False,True,False,False,False,True,0.997012160472781,1,En riesgo
6,2,103,4,1,37,1093,1,False,False,False,True,False,True,0.9911954840355572,1,En riesgo
5,4,254,5,0,36,2039,1,False,False,True,False,False,True,1.0,1,En riesgo
2,2,198,2,0,11,3686,1,False,False,False,True,False,True,0.9986463803933683,1,En riesgo
3,3,208,3,1,61,3783,1,False,False,False,False,False,True,1.0,1,En riesgo
3,5,253,2,1,17,2205,1,True,False,False,False,False,True,0.9988551147498148,1,En riesgo
4,3,261,2,2,47,2336,1,False,True,False,False,False,True,1.0,1,En riesgo
3,1,156,3,1,49,1253,1,False,False,False,True,False,True,0.9997732733262429,1,En riesgo
4,3,97,2,0,26,1598,1,False,False,True,False,False,True,0.9973520928162837,1,En riesgo
2,5,275,2,0,41,2546,1,False,False,False,True,False,True,0.9951146295822827,1,En riesgo
2,1,189,2,2,48,2429,1,False,False,False,False,False,True,0.996971916221249,1,En riesgo
3,1,236,3,1,28,3290,1,True,False,False,False,False,True,0.997012160472781,1,En riesgo
5,1,170,3,1,60,1883,1,False,True,False,False,False,True,0.9984381113125335,1,En riesgo
4,2,251,2,0,53,2673,1,False,False,False,True,False,True,1.0,1,En riesgo
3,3,205,2,1,58,2187,1,False,False,True,False,False,True,0.9999597557484681,1,En riesgo
4,5,135,3,1,53,1744,1,False,False,False,True,False,True,0.9999108945583756,1,En riesgo
3,3,231,2,1,24,2177,1,False,False,False,False,False,True,1.0,1,En riesgo
3,4,257,3,1,56,2941,1,True,False,False,False,False,True,1.0,1,En riesgo
5,2,162,3,2,57,1233,1,False,True,False,False,False,True,0.9996480623619955,1,En riesgo
6,5,237,5,2,63,2573,1,False,False,False,True,False,True,0.9871267900550635,1,En riesgo
3,4,134,4,1,53,1887,1,False,False,True,False,False,True,0.9972179583722448,1,En riesgo
2,1,163,3,1,24,1119,1,False,False,False,True,False,True,0.997281324001395,1,En riesgo
5,5,264,3,1,27,2019,1,False,False,False,False,False,True,1.0,1,En riesgo
5,2,173,4,0,21,1674,1,True,False,False,False,False,True,0.9961756651262325,1,En riesgo
2,4,191,3,0,58,2586,1,False,True,False,False,False,True,1.0,1,En riesgo
3,3,152,3,1,5,1385,1,False,False,False,True,False,True,0.918096432743268,1,En riesgo
3,4,272,4,0,23,2048,1,False,False,True,False,False,True,1.0,1,En riesgo
4,2,198,2,0,60,3368,1,False,False,False,True,False,True,1.0,1,En riesgo
4,3,260,4,1,40,3668,1,False,False,False,False,False,True,1.0,1,En riesgo
4,3,158,6,1,43,1478,1,True,False,False,False,False,True,0.9995946269168264,1,En riesgo
5,3,252,4,1,63,3729,1,False,True,False,False,False,True,0.9978695299837926,1,En riesgo
4,2,199,3,0,64,2470,1,False,False,False,True,False,True,1.0,1,En riesgo
4,2,272,4,0,62,2307,1,False,False,True,False,False,True,1.0,1,En riesgo
